sales_agent,product,account,deal_stage,close_date,close_value
Kami Bicknell,GTX Plus Basic,Scotfind,Won,8/18/2017,1198
Kami Bicknell,MG Advanced,Konex,Won,8/20/2017,3335
Kami Bicknell,GTX Basic,Scotfind,Won,8/23/2017,557
Kami Bicknell,GTX Basic,Blackzim,Won,8/23/2017,557
Kami Bicknell,GTX Plus Basic,Rantouch,Won,8/28/2017,1104
Kami Bicknell,MG Special,Hatfan,Won,9/2/2017,56
Kami Bicknell,GTX Basic,Lexiqvolax,Won,9/3/2017,560
Kami Bicknell,MG Special,Finjob,Won,9/4/2017,57
Kami Bicknell,GTX Basic,Scotfind,Won,9/5/2017,558
Kami Bicknell,GTX Basic,Green-Plus,Won,9/9/2017,596
Kami Bicknell,GTX Basic,Singletechno,Won,9/10/2017,597
Kami Bicknell,GTXPro,Singletechno,Won,9/12/2017,4426
Kami Bicknell,MG Advanced,Kan-code,Won,9/12/2017,3464
Kami Bicknell,GTX Plus Pro,Blackzim,Won,9/13/2017,4755
Kami Bicknell,GTX Plus Basic,Plusstrip,Won,9/13/2017,1082
Kami Bicknell,MG Special,Lexiqvolax,Won,9/15/2017,56
Kami Bicknell,MG Special,Lexiqvolax,Won,9/16/2017,53
Kami Bicknell,GTXPro,Fasehatice,Won,9/16/2017,4844
Kami Bicknell,MG Special,Condax,Won,9/17/2017,62
Kami Bicknell,GTX Plus Pro,Sunnamplex,Won,9/17/2017,5431
Kami Bicknell,GTX Plus Basic,J-Texon,Won,9/18/2017,1088
Kami Bicknell,GTX Basic,Goodsilron,Won,9/22/2017,519
Kami Bicknell,GTX Plus Pro,Hatfan,Won,9/22/2017,5848
Kami Bicknell,GTXPro,Faxquote,Won,9/23/2017,4924
Kami Bicknell,MG Advanced,Labdrill,Won,9/23/2017,3596
Kami Bicknell,GTX Plus Basic,J-Texon,Won,9/25/2017,1047
Kami Bicknell,GTX Basic,Fasehatice,Won,9/28/2017,675
Kami Bicknell,GTX Plus Pro,Plexzap,Won,9/29/2017,5033
Kami Bicknell,MG Advanced,Blackzim,Won,9/29/2017,3463
Kami Bicknell,GTX Plus Basic,Sunnamplex,Won,10/3/2017,1048
Kami Bicknell,GTX Plus Basic,J-Texon,Won,10/8/2017,1028
Kami Bicknell,GTX Basic,Xx-holding,Won,10/10/2017,608
Kami Bicknell,GTX Basic,Konex,Won,10/10/2017,565
Kami Bicknell,GTX Basic,Dalttechnology,Won,10/11/2017,473
Kami Bicknell,MG Special,Dalttechnology,Won,10/12/2017,48
Kami Bicknell,GTX Plus Pro,Green-Plus,Won,10/13/2017,6304
Kami Bicknell,MG Special,Doncon,Won,10/15/2017,64
Kami Bicknell,MG Advanced,Groovestreet,Won,10/24/2017,3536
Kami Bicknell,GTX Basic,Scotfind,Won,11/2/2017,549
Kami Bicknell,MG Advanced,Fasehatice,Won,11/6/2017,3064
Kami Bicknell,GTX Plus Pro,Kan-code,Won,11/7/2017,4742
Kami Bicknell,GTX Plus Pro,Goodsilron,Won,11/9/2017,5512
Kami Bicknell,GTX Plus Pro,Goodsilron,Won,11/10/2017,6186
Kami Bicknell,GTXPro,J-Texon,Won,11/12/2017,4467
Kami Bicknell,GTX Plus Basic,Condax,Won,11/13/2017,994
Kami Bicknell,GTX Basic,Singletechno,Won,11/15/2017,518
Kami Bicknell,MG Advanced,Scotfind,Won,11/19/2017,4032
Kami Bicknell,MG Advanced,Xx-holding,Won,11/19/2017,3517
Kami Bicknell,GTX Plus Basic,Xx-holding,Won,11/19/2017,1132
Kami Bicknell,MG Special,Rantouch,Won,11/19/2017,55
Kami Bicknell,GTX Basic,Groovestreet,Won,11/21/2017,437
Kami Bicknell,GTX Basic,Hatfan,Won,11/22/2017,531
Kami Bicknell,GTX Plus Pro,Singletechno,Won,11/23/2017,4773
Kami Bicknell,GTX Basic,Goodsilron,Won,11/23/2017,562
Kami Bicknell,GTX Basic,Finjob,Won,11/24/2017,596
Kami Bicknell,GTXPro,Finjob,Won,11/24/2017,4362
Kami Bicknell,MG Special,Konex,Won,11/25/2017,62
Kami Bicknell,GTX Plus Pro,Labdrill,Won,11/27/2017,6105
Kami Bicknell,GTX Basic,Sunnamplex,Won,12/1/2017,460
Kami Bicknell,GTX Basic,Green-Plus,Won,12/2/2017,508
Kami Bicknell,GTX Basic,Newex,Won,12/3/2017,562
Kami Bicknell,GTX Basic,Finjob,Won,12/4/2017,566
Kami Bicknell,GTX Plus Basic,Plusstrip,Won,12/4/2017,1082
Kami Bicknell,GTX Basic,Konex,Won,12/4/2017,643
Kami Bicknell,GTX Plus Basic,Labdrill,Won,12/5/2017,885
Kami Bicknell,GTX Basic,Goodsilron,Won,12/8/2017,504
Kami Bicknell,GTX Plus Pro,Lexiqvolax,Won,12/9/2017,4906
Kami Bicknell,GTX Plus Pro,Plusstrip,Won,12/10/2017,4872
Kami Bicknell,MG Special,Hottechi,Won,12/13/2017,50
Kami Bicknell,GTX Basic,Cheers,Won,12/13/2017,563
Kami Bicknell,GTX Basic,Faxquote,Won,12/14/2017,582
Kami Bicknell,MG Special,Plexzap,Won,12/15/2017,53
Kami Bicknell,GTXPro,Green-Plus,Won,12/15/2017,4899
Kami Bicknell,GTX Basic,Sunnamplex,Won,12/16/2017,565
Kami Bicknell,GTX Basic,Konex,Won,12/18/2017,510
Kami Bicknell,MG Special,Sunnamplex,Won,12/18/2017,59
Kami Bicknell,GTX Basic,Finjob,Won,12/22/2017,446
Kami Bicknell,GTX Basic,Plexzap,Won,12/24/2017,468
Kami Bicknell,GTX Basic,Zoomit,Won,12/28/2017,474
Kami Bicknell,MG Special,Doncon,Won,12/28/2017,50
Kary Hendrixson,GTX Basic,Goodsilron,Won,3/1/2017,550
Kary Hendrixson,GTX Basic,Condax,Won,3/3/2017,532
Kary Hendrixson,GTX Plus Pro,Doncon,Won,3/4/2017,5425
Kary Hendrixson,GTXPro,Hottechi,Won,3/7/2017,4559
Kary Hendrixson,GTXPro,Sunnamplex,Won,3/8/2017,4719
Kary Hendrixson,GTX Plus Basic,Singletechno,Won,3/8/2017,1095
Kary Hendrixson,GTXPro,Hatfan,Won,3/9/2017,4694
Kary Hendrixson,GTX Plus Basic,Rantouch,Won,3/10/2017,1173
Kary Hendrixson,GTX Plus Basic,Hatfan,Won,3/13/2017,1046
Kary Hendrixson,GTX Plus Pro,Konex,Won,3/13/2017,5515
Kary Hendrixson,GTXPro,Y-corporation,Won,3/14/2017,5539
Kary Hendrixson,GTX Plus Basic,Sunnamplex,Won,3/14/2017,988
Kary Hendrixson,GTX Basic,Nam-zim,Won,3/14/2017,619
Kary Hendrixson,GTXPro,Labdrill,Won,3/15/2017,5100
Kary Hendrixson,GTX Plus Pro,Faxquote,Won,3/15/2017,5256
Kary Hendrixson,GTXPro,Sonron,Won,3/15/2017,4678
Kary Hendrixson,GTX Basic,Faxquote,Won,3/16/2017,586
Kary Hendrixson,GTXPro,Sonron,Won,3/17/2017,4125
Kary Hendrixson,GTX Basic,Fasehatice,Won,3/19/2017,578
Kary Hendrixson,GTX Basic,Xx-holding,Won,3/19/2017,599
Kary Hendrixson,GTXPro,Scotfind,Won,3/19/2017,5266
Kary Hendrixson,GTX Basic,Cheers,Won,3/20/2017,515
Kary Hendrixson,GTX Basic,Scotfind,Won,3/26/2017,576
Kary Hendrixson,GTX Basic,Konex,Won,3/27/2017,532
Kary Hendrixson,GTX Basic,Y-corporation,Won,3/27/2017,538
Kary Hendrixson,GTXPro,Fasehatice,Won,3/28/2017,5149
Kary Hendrixson,MG Advanced,Xx-holding,Won,3/28/2017,3273
Kary Hendrixson,GTXPro,Labdrill,Won,3/28/2017,4221
Kary Hendrixson,MG Advanced,Plexzap,Won,3/29/2017,3407
Kary Hendrixson,MG Advanced,Golddex,Won,3/29/2017,3550
Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,3/30/2017,1054
Kary Hendrixson,MG Special,Faxquote,Won,3/30/2017,60
Kary Hendrixson,GTX Plus Basic,Condax,Won,3/30/2017,1136
Kary Hendrixson,GTXPro,Dalttechnology,Won,3/30/2017,4955
Kary Hendrixson,GTX Basic,Golddex,Won,3/31/2017,559
Kary Hendrixson,MG Special,Xx-holding,Won,3/31/2017,51
Kary Hendrixson,MG Special,Goodsilron,Won,4/1/2017,55
Kary Hendrixson,GTX Basic,Konex,Won,4/2/2017,609
Kary Hendrixson,GTX Basic,Green-Plus,Won,4/6/2017,450
Kary Hendrixson,GTX Plus Pro,Plexzap,Won,4/7/2017,6154
Kary Hendrixson,GTX Basic,Cheers,Won,4/10/2017,488
Kary Hendrixson,GTXPro,Cheers,Won,4/12/2017,4756
Kary Hendrixson,GTX Basic,Doncon,Won,4/18/2017,568
Kary Hendrixson,GTX Plus Pro,Fasehatice,Won,4/19/2017,5408
Kary Hendrixson,GTX Plus Pro,Faxquote,Won,4/19/2017,5839
Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,4/22/2017,1158
Kary Hendrixson,MG Advanced,Kan-code,Won,4/23/2017,3546
Kary Hendrixson,GTXPro,Xx-holding,Won,4/24/2017,5078
Kary Hendrixson,GTX Basic,Newex,Won,4/26/2017,474
Kary Hendrixson,GTXPro,J-Texon,Won,4/26/2017,5415
Kary Hendrixson,GTX Basic,Doncon,Won,4/29/2017,529
Kary Hendrixson,GTX Basic,Y-corporation,Won,4/30/2017,500
Kary Hendrixson,GTX Basic,Sunnamplex,Won,5/2/2017,583
Kary Hendrixson,GTX Basic,Faxquote,Won,5/2/2017,516
Kary Hendrixson,GTX Basic,Kan-code,Won,5/2/2017,579
Kary Hendrixson,GTX Plus Pro,Kan-code,Won,5/4/2017,5782
Kary Hendrixson,GTX Basic,Lexiqvolax,Won,5/6/2017,481
Kary Hendrixson,GTXPro,Sunnamplex,Won,5/6/2017,4512
Kary Hendrixson,GTXPro,Xx-holding,Won,5/8/2017,4604
Kary Hendrixson,GTX Basic,Singletechno,Won,5/11/2017,589
Kary Hendrixson,GTXPro,Newex,Won,5/11/2017,4918
Kary Hendrixson,GTXPro,Kan-code,Won,5/15/2017,4506
Kary Hendrixson,GTX Basic,Groovestreet,Won,5/17/2017,582
Kary Hendrixson,GTX Basic,Rantouch,Won,5/20/2017,605
Kary Hendrixson,GTXPro,Y-corporation,Won,5/21/2017,4878
Kary Hendrixson,GTX Plus Pro,Blackzim,Won,5/21/2017,4983
Kary Hendrixson,GTX Basic,Goodsilron,Won,5/22/2017,568
Kary Hendrixson,GTX Basic,Hottechi,Won,5/22/2017,537
Kary Hendrixson,GTX Basic,Finjob,Won,5/23/2017,468
Kary Hendrixson,GTX Basic,J-Texon,Won,5/24/2017,516
Kary Hendrixson,MG Special,Green-Plus,Won,5/24/2017,60
Kary Hendrixson,GTX Plus Basic,Singletechno,Won,5/24/2017,1110
Kary Hendrixson,GTX Basic,Y-corporation,Won,5/25/2017,549
Kary Hendrixson,GTX Basic,J-Texon,Won,5/30/2017,567
Kary Hendrixson,GTXPro,Singletechno,Won,6/2/2017,5606
Kary Hendrixson,MG Special,Nam-zim,Won,6/7/2017,66
Kary Hendrixson,GTX Basic,Scotfind,Won,6/11/2017,478
Kary Hendrixson,GTXPro,Kan-code,Won,6/14/2017,4369
Kary Hendrixson,GTXPro,Kan-code,Won,6/19/2017,3893
Kary Hendrixson,GTXPro,Rantouch,Won,6/19/2017,5063
Kary Hendrixson,GTX Plus Basic,Condax,Won,6/20/2017,983
Kary Hendrixson,GTX Basic,Groovestreet,Won,6/21/2017,588
Kary Hendrixson,GTX Plus Pro,Scotfind,Won,6/22/2017,5698
Kary Hendrixson,GTX Basic,Konex,Won,6/23/2017,584
Kary Hendrixson,GTX Basic,Singletechno,Won,6/24/2017,601
Kary Hendrixson,MG Special,Finjob,Won,6/24/2017,52
Kary Hendrixson,GTX Basic,Xx-holding,Won,6/25/2017,527
Kary Hendrixson,GTXPro,Hatfan,Won,6/26/2017,3169
Kary Hendrixson,GTX Basic,Hottechi,Won,6/28/2017,424
Kary Hendrixson,GTX Basic,Kan-code,Won,6/29/2017,494
Kary Hendrixson,GTXPro,Sonron,Won,6/29/2017,4798
Kary Hendrixson,GTX Plus Basic,Singletechno,Won,7/4/2017,1028
Kary Hendrixson,GTX Basic,Dalttechnology,Won,7/7/2017,576
Kary Hendrixson,GTX Basic,Finjob,Won,7/9/2017,565
Kary Hendrixson,GTX Plus Basic,Green-Plus,Won,7/9/2017,993
Kary Hendrixson,GTX Plus Basic,Cheers,Won,7/12/2017,935
Kary Hendrixson,GTX Plus Basic,Singletechno,Won,7/13/2017,1133
Kary Hendrixson,GTX Basic,Sunnamplex,Won,7/15/2017,443
Kary Hendrixson,GTX Basic,Kan-code,Won,7/17/2017,579
Kary Hendrixson,GTXPro,Y-corporation,Won,7/19/2017,5621
Kary Hendrixson,GTX Basic,Hottechi,Won,7/20/2017,491
Kary Hendrixson,GTX Basic,Konex,Won,7/23/2017,442
Kary Hendrixson,GTXPro,Groovestreet,Won,7/24/2017,5161
Kary Hendrixson,GTX Plus Pro,Labdrill,Won,7/26/2017,5008
Kary Hendrixson,MG Advanced,Kan-code,Won,7/26/2017,3665
Kary Hendrixson,GTXPro,Plexzap,Won,7/26/2017,4428
Kary Hendrixson,GTX Plus Basic,Sonron,Won,7/30/2017,997
Kary Hendrixson,GTX Plus Pro,Faxquote,Won,8/4/2017,5312
Kary Hendrixson,GTXPro,Singletechno,Won,8/6/2017,4554
Kary Hendrixson,GTX Basic,Lexiqvolax,Won,8/6/2017,532
Kary Hendrixson,GTX Basic,Golddex,Won,8/7/2017,571
Kary Hendrixson,GTXPro,Labdrill,Won,8/8/2017,4901
Kary Hendrixson,GTX Basic,Goodsilron,Won,8/8/2017,624
Kary Hendrixson,GTX Plus Basic,Nam-zim,Won,8/9/2017,1014
Kary Hendrixson,MG Special,Scotfind,Won,8/10/2017,53
Kary Hendrixson,MG Advanced,Konex,Won,8/12/2017,4022
Kary Hendrixson,GTXPro,Y-corporation,Won,8/12/2017,4904
Kary Hendrixson,GTX Basic,Newex,Won,8/13/2017,585
Kary Hendrixson,MG Special,Labdrill,Won,8/15/2017,69
Kary Hendrixson,GTX Plus Basic,Golddex,Won,8/17/2017,1002
Kary Hendrixson,GTX Plus Pro,Hottechi,Won,8/17/2017,6042
Kary Hendrixson,GTX Basic,Hottechi,Won,8/17/2017,486
Kary Hendrixson,GTX Basic,Konex,Won,8/18/2017,573
Kary Hendrixson,GTXPro,Scotfind,Won,8/20/2017,4869
Kary Hendrixson,GTX Plus Basic,Plexzap,Won,8/24/2017,1094
Kary Hendrixson,MG Special,Sunnamplex,Won,8/25/2017,62
Kary Hendrixson,MG Special,Nam-zim,Won,8/27/2017,60
Kary Hendrixson,GTX Basic,Plusstrip,Won,8/27/2017,431
Kary Hendrixson,GTX Basic,J-Texon,Won,9/1/2017,525
Kary Hendrixson,GTXPro,Y-corporation,Won,9/2/2017,4356
Kary Hendrixson,GTX Basic,Nam-zim,Won,9/3/2017,616
Kary Hendrixson,MG Advanced,Blackzim,Won,9/3/2017,2868
Kary Hendrixson,GTX Basic,Sonron,Won,9/5/2017,523
Kary Hendrixson,GTXPro,Hatfan,Won,9/5/2017,5039
Kary Hendrixson,GTXPro,Kan-code,Won,9/6/2017,5323
Kary Hendrixson,GTXPro,Nam-zim,Won,9/13/2017,3951
Kary Hendrixson,GTX Plus Basic,Faxquote,Won,9/14/2017,1220
Kary Hendrixson,GTX Basic,Scotfind,Won,9/16/2017,518
Kary Hendrixson,MG Special,Cheers,Won,9/22/2017,44
Kary Hendrixson,GTXPro,Blackzim,Won,9/22/2017,4966
Kary Hendrixson,GTX Basic,Y-corporation,Won,9/22/2017,628
Kary Hendrixson,GTX Basic,Condax,Won,9/25/2017,584
Kary Hendrixson,GTX Plus Basic,Zoomit,Won,9/26/2017,1043
Kary Hendrixson,GTX Basic,J-Texon,Won,9/27/2017,539
Kary Hendrixson,GTX Plus Pro,Lexiqvolax,Won,9/30/2017,5056
Kary Hendrixson,MG Special,Finjob,Won,10/1/2017,57
Kary Hendrixson,MG Special,Sunnamplex,Won,10/2/2017,65
Kary Hendrixson,GTXPro,J-Texon,Won,10/5/2017,4727
Kary Hendrixson,GTX Basic,Hottechi,Won,10/12/2017,509
Kary Hendrixson,GTX Basic,Sunnamplex,Won,10/14/2017,549
Kary Hendrixson,GTX Plus Pro,Fasehatice,Won,10/16/2017,4989
Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,10/16/2017,868
Kary Hendrixson,GTXPro,Fasehatice,Won,10/16/2017,5344
Kary Hendrixson,GTX Plus Pro,Hatfan,Won,10/21/2017,6555
Kary Hendrixson,GTX Basic,Labdrill,Won,10/22/2017,528
Kary Hendrixson,GTX Basic,Dalttechnology,Won,10/23/2017,594
Kary Hendrixson,MG Special,Dalttechnology,Won,10/24/2017,48
Kary Hendrixson,GTX Basic,Labdrill,Won,10/27/2017,575
Kary Hendrixson,GTXPro,Scotfind,Won,11/1/2017,4593
Kary Hendrixson,GTX Basic,Y-corporation,Won,11/2/2017,653
Kary Hendrixson,GTX Basic,Singletechno,Won,11/4/2017,545
Kary Hendrixson,GTX Basic,Hatfan,Won,11/4/2017,631
Kary Hendrixson,GTXPro,Y-corporation,Won,11/5/2017,4382
Kary Hendrixson,GTX Basic,Fasehatice,Won,11/8/2017,430
Kary Hendrixson,MG Special,Doncon,Won,11/8/2017,58
Kary Hendrixson,GTX Basic,Plusstrip,Won,11/8/2017,505
Kary Hendrixson,GTX Plus Basic,Plexzap,Won,11/11/2017,1203
Kary Hendrixson,GTXPro,Doncon,Won,11/12/2017,4828
Kary Hendrixson,GTX Basic,Nam-zim,Won,11/12/2017,591
Kary Hendrixson,GTX Plus Pro,Plusstrip,Won,11/12/2017,5681
Kary Hendrixson,GTX Plus Basic,Lexiqvolax,Won,11/13/2017,948
Kary Hendrixson,GTX Basic,Xx-holding,Won,11/13/2017,549
Kary Hendrixson,GTX Plus Pro,Condax,Won,11/14/2017,4454
Kary Hendrixson,GTX Plus Basic,Lexiqvolax,Won,11/14/2017,948
Kary Hendrixson,GTXPro,Plexzap,Won,11/14/2017,4808
Kary Hendrixson,GTX Basic,Kan-code,Won,11/14/2017,606
Kary Hendrixson,GTXPro,Scotfind,Won,11/15/2017,5280
Kary Hendrixson,GTX Basic,Fasehatice,Won,11/18/2017,555
Kary Hendrixson,GTX Basic,Faxquote,Won,11/20/2017,511
Kary Hendrixson,GTXPro,Sunnamplex,Won,11/21/2017,4999
Kary Hendrixson,GTXPro,Newex,Won,11/23/2017,4780
Kary Hendrixson,GTX Plus Pro,Doncon,Won,11/26/2017,5867
Kary Hendrixson,MG Special,Zoomit,Won,11/29/2017,57
Kary Hendrixson,GTX Plus Basic,Goodsilron,Won,11/30/2017,1077
Kary Hendrixson,GTX Basic,Singletechno,Won,11/30/2017,526
Kary Hendrixson,GTXPro,Condax,Won,12/1/2017,4673
Kary Hendrixson,GTX Basic,Kan-code,Won,12/4/2017,589
Kary Hendrixson,GTX Basic,Cheers,Won,12/5/2017,538
Kary Hendrixson,GTX Plus Basic,Fasehatice,Won,12/8/2017,1171
Kary Hendrixson,GTX Basic,Dalttechnology,Won,12/8/2017,488
Kary Hendrixson,GTX Basic,Sonron,Won,12/8/2017,484
Kary Hendrixson,MG Advanced,Y-corporation,Won,12/12/2017,3021
Kary Hendrixson,GTX Plus Pro,Labdrill,Won,12/12/2017,5158
Kary Hendrixson,GTX Plus Basic,Cheers,Won,12/14/2017,1195
Kary Hendrixson,GTX Basic,Plexzap,Won,12/17/2017,566
Kary Hendrixson,MG Special,Plusstrip,Won,12/17/2017,59
Kary Hendrixson,MG Special,Zoomit,Won,12/18/2017,62
Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,12/18/2017,1111
Kary Hendrixson,GTX Plus Basic,Singletechno,Won,12/20/2017,993
Kary Hendrixson,GTX Plus Pro,Lexiqvolax,Won,12/22/2017,6299
Kary Hendrixson,GTX Basic,Newex,Won,12/22/2017,597
Kary Hendrixson,GTXPro,Hottechi,Won,12/24/2017,4009
Kary Hendrixson,GTX Plus Basic,Hatfan,Won,12/26/2017,921
Kary Hendrixson,GTXPro,Labdrill,Won,12/27/2017,5663
Kary Hendrixson,GTXPro,J-Texon,Won,12/27/2017,4178
Kary Hendrixson,GTX Basic,Lexiqvolax,Won,12/29/2017,470
Kary Hendrixson,GTX Plus Basic,Golddex,Won,12/29/2017,1168
Kary Hendrixson,GTX Basic,Green-Plus,Won,12/30/2017,613
Kary Hendrixson,MG Special,Hatfan,Won,12/30/2017,44
Lajuana Vencill,GTX Basic,Zumgoity,Won,3/2/2017,559
Lajuana Vencill,MG Advanced,Stanredtax,Won,3/4/2017,3180
Lajuana Vencill,GTX Basic,Rangreen,Won,3/4/2017,559
Lajuana Vencill,MG Special,Domzoom,Won,3/6/2017,56
Lajuana Vencill,GTX Basic,Genco Pura Olive Oil Company,Won,3/9/2017,542
Lajuana Vencill,MG Special,Betatech,Won,3/10/2017,56
Lajuana Vencill,GTX Plus Basic,Funholding,Won,3/12/2017,948
Lajuana Vencill,GTX Basic,Codehow,Won,3/12/2017,609
Lajuana Vencill,MG Advanced,Zumgoity,Won,3/12/2017,3669
Lajuana Vencill,MG Advanced,Ron-tech,Won,3/15/2017,3573
Lajuana Vencill,GTX Basic,Codehow,Won,3/22/2017,547
Lajuana Vencill,GTX Basic,Konmatfix,Won,3/24/2017,560
Lajuana Vencill,GTX Basic,Scottech,Won,3/25/2017,638
Lajuana Vencill,MG Special,Ron-tech,Won,3/27/2017,47
Lajuana Vencill,GTX Basic,Ron-tech,Won,3/30/2017,489
Lajuana Vencill,MG Special,Gogozoom,Won,3/30/2017,54
Lajuana Vencill,GTX Plus Pro,Hottechi,Won,4/7/2017,5728
Lajuana Vencill,MG Advanced,Statholdings,Won,4/17/2017,3532
Lajuana Vencill,MG Special,Gogozoom,Won,4/18/2017,47
Lajuana Vencill,GTX Basic,Stanredtax,Won,4/27/2017,517
Lajuana Vencill,GTX Basic,Gogozoom,Won,5/2/2017,574
Lajuana Vencill,MG Advanced,Betatech,Won,5/7/2017,2904
Lajuana Vencill,MG Advanced,Domzoom,Won,5/8/2017,3952
Lajuana Vencill,GTX Basic,Conecom,Won,5/10/2017,582
Lajuana Vencill,GTX Basic,Isdom,Won,5/13/2017,501
Lajuana Vencill,GTX Plus Basic,Codehow,Won,5/16/2017,1060
Lajuana Vencill,GTX Plus Basic,Isdom,Won,5/22/2017,991
Lajuana Vencill,GTX Basic,Ron-tech,Won,5/22/2017,595
Lajuana Vencill,GTX Plus Pro,Rangreen,Won,5/23/2017,5827
Lajuana Vencill,GTX Plus Pro,Dontechi,Won,5/27/2017,4509
Lajuana Vencill,GTX Basic,Cancity,Won,5/27/2017,648
Lajuana Vencill,MG Special,Gogozoom,Won,5/30/2017,61
Lajuana Vencill,GTX Plus Basic,Rundofase,Won,5/31/2017,1044
Lajuana Vencill,MG Special,Funholding,Won,5/31/2017,50
Lajuana Vencill,GTX Basic,Bioholding,Won,6/1/2017,530
Lajuana Vencill,MG Special,Genco Pura Olive Oil Company,Won,6/1/2017,56
Lajuana Vencill,GTX Plus Basic,Codehow,Won,6/2/2017,1047
Lajuana Vencill,GTX Plus Pro,Finhigh,Won,6/4/2017,5401
Lajuana Vencill,GTX Basic,Rangreen,Won,6/6/2017,494
Lajuana Vencill,MG Special,Condax,Won,6/6/2017,55
Lajuana Vencill,MG Advanced,Treequote,Won,6/11/2017,3185
Lajuana Vencill,GTX Basic,Hottechi,Won,6/12/2017,489
Lajuana Vencill,MG Advanced,Isdom,Won,6/14/2017,3430
Lajuana Vencill,GTX Basic,Rundofase,Won,6/15/2017,524
Lajuana Vencill,GTX Basic,Bioholding,Won,6/15/2017,518
Lajuana Vencill,GTX Basic,Codehow,Won,6/17/2017,459
Lajuana Vencill,MG Advanced,Warephase,Won,6/17/2017,3468
Lajuana Vencill,MG Advanced,Codehow,Won,6/18/2017,2525
Lajuana Vencill,GTX Plus Basic,Ron-tech,Won,6/19/2017,1140
Lajuana Vencill,GTX Plus Pro,Genco Pura Olive Oil Company,Won,6/21/2017,4527
Lajuana Vencill,GTX Basic,Funholding,Won,6/22/2017,496
Lajuana Vencill,MG Special,Konmatfix,Won,6/23/2017,48
Lajuana Vencill,MG Advanced,Stanredtax,Won,6/24/2017,3228
Lajuana Vencill,MG Advanced,Treequote,Won,6/27/2017,3470
Lajuana Vencill,MG Advanced,Dontechi,Won,6/30/2017,3040
Lajuana Vencill,GTX Plus Pro,Isdom,Won,7/3/2017,5536
Lajuana Vencill,GTX Plus Basic,Inity,Won,7/13/2017,1192
Lajuana Vencill,GTX Basic,Genco Pura Olive Oil Company,Won,7/16/2017,579
Lajuana Vencill,GTX Basic,Rangreen,Won,7/17/2017,550
Lajuana Vencill,GTX Basic,Inity,Won,7/19/2017,536
Lajuana Vencill,MG Advanced,Warephase,Won,7/24/2017,3411
Lajuana Vencill,MG Advanced,Codehow,Won,7/27/2017,3352
Lajuana Vencill,GTX Basic,Genco Pura Olive Oil Company,Won,7/29/2017,537
Lajuana Vencill,GTX Plus Basic,Dontechi,Won,7/30/2017,1089
Lajuana Vencill,GTX Basic,Konmatfix,Won,7/30/2017,537
Lajuana Vencill,GTX Basic,Rangreen,Won,8/2/2017,505
Lajuana Vencill,MG Advanced,Toughzap,Won,8/2/2017,3018
Lajuana Vencill,MG Special,dambase,Won,8/5/2017,54
Lajuana Vencill,GTX Basic,Funholding,Won,8/5/2017,557
Lajuana Vencill,GTX Plus Basic,Dontechi,Won,8/7/2017,999
Lajuana Vencill,GTX Plus Pro,Rangreen,Won,8/8/2017,5913
Lajuana Vencill,GTX Basic,Stanredtax,Won,8/9/2017,588
Lajuana Vencill,GTX Basic,Funholding,Won,8/9/2017,502
Lajuana Vencill,MG Special,Warephase,Won,8/11/2017,52
Lajuana Vencill,GTX Basic,Ron-tech,Won,8/11/2017,583
Lajuana Vencill,GTX Basic,Finhigh,Won,8/11/2017,560
Lajuana Vencill,GTX Basic,Ron-tech,Won,8/15/2017,440
Lajuana Vencill,GTX Basic,Funholding,Won,8/17/2017,566
Lajuana Vencill,GTX Basic,Konmatfix,Won,8/20/2017,553
Lajuana Vencill,MG Advanced,Dontechi,Won,8/20/2017,3250
Lajuana Vencill,MG Advanced,Dontechi,Won,9/2/2017,3118
Lajuana Vencill,MG Special,Streethex,Won,9/7/2017,61
Lajuana Vencill,MG Special,Hottechi,Won,9/11/2017,56
Lajuana Vencill,MG Advanced,Inity,Won,9/14/2017,3438
Lajuana Vencill,GTX Basic,Streethex,Won,9/15/2017,584
Lajuana Vencill,MG Advanced,Warephase,Won,9/16/2017,3727
Lajuana Vencill,MG Special,Inity,Won,9/19/2017,60
Lajuana Vencill,GTX Basic,Inity,Won,9/19/2017,454
Lajuana Vencill,GTX Basic,Rundofase,Won,9/23/2017,483
Lajuana Vencill,MG Special,Funholding,Won,9/23/2017,54
Lajuana Vencill,MG Advanced,Bioholding,Won,9/23/2017,2857
Lajuana Vencill,MG Advanced,Bioholding,Won,10/6/2017,3681
Lajuana Vencill,MG Advanced,Scottech,Won,10/6/2017,3704
Lajuana Vencill,GTX Plus Pro,Betatech,Won,10/11/2017,6156
Lajuana Vencill,GTX Basic,Betatech,Won,10/12/2017,536
Lajuana Vencill,GTX Basic,Globex Corporation,Won,10/13/2017,594
Lajuana Vencill,MG Special,Toughzap,Won,10/16/2017,42
Lajuana Vencill,GTX Basic,Funholding,Won,10/20/2017,474
Lajuana Vencill,GTX Basic,Ron-tech,Won,10/26/2017,451
Lajuana Vencill,GTX Plus Basic,Ron-tech,Won,10/31/2017,1133
Lajuana Vencill,GTX Plus Basic,Condax,Won,11/2/2017,1080
