sales_agent,product,account,close_date,close_value,regional_office
Jonathan Berthelot,GTXPro,Hottechi,8/30/2017,4606,Central
Jonathan Berthelot,GTX Plus Basic,Codehow,9/2/2017,1093,Central
Jonathan Berthelot,GTXPro,Globex Corporation,9/2/2017,4929,Central
Jonathan Berthelot,GTX Basic,Ron-tech,9/2/2017,501,Central
Jonathan Berthelot,GTX Plus Basic,Ron-tech,9/2/2017,835,Central
Jonathan Berthelot,GTX Basic,Hottechi,9/4/2017,519,Central
Jonathan Berthelot,GTX Basic,Dontechi,9/5/2017,474,Central
Jonathan Berthelot,GTXPro,Codehow,9/6/2017,5625,Central
Jonathan Berthelot,GTX Basic,Globex Corporation,9/8/2017,623,Central
Jonathan Berthelot,GTX Basic,Hottechi,9/9/2017,460,Central
Jonathan Berthelot,GTXPro,Finhigh,9/12/2017,4138,Central
Jonathan Berthelot,GTX Basic,Rangreen,9/13/2017,532,Central
Jonathan Berthelot,GTX Plus Basic,Inity,9/13/2017,1051,Central
Jonathan Berthelot,GTXPro,Bioholding,9/15/2017,5220,Central
Jonathan Berthelot,GTXPro,Funholding,9/16/2017,5080,Central
Jonathan Berthelot,GTX Basic,Betatech,9/18/2017,585,Central
Jonathan Berthelot,GTX Basic,Conecom,9/19/2017,530,Central
Jonathan Berthelot,GTX Plus Basic,Zumgoity,9/20/2017,1144,Central
Jonathan Berthelot,GTX Basic,Codehow,9/23/2017,546,Central
Jonathan Berthelot,GTX Plus Basic,Conecom,9/25/2017,918,Central
Jonathan Berthelot,GTXPro,Inity,9/25/2017,3678,Central
Jonathan Berthelot,GTXPro,Finhigh,9/27/2017,4902,Central
Jonathan Berthelot,GTXPro,Ron-tech,9/30/2017,4361,Central
Jonathan Berthelot,GTXPro,Conecom,10/2/2017,3485,Central
Jonathan Berthelot,GTX Plus Basic,Zumgoity,10/2/2017,1127,Central
Jonathan Berthelot,MG Special,Inity,10/6/2017,58,Central
Jonathan Berthelot,GTXPro,Zumgoity,10/9/2017,5212,Central
Jonathan Berthelot,GTX Basic,Inity,10/10/2017,556,Central
Jonathan Berthelot,MG Special,Gogozoom,10/12/2017,53,Central
Jonathan Berthelot,GTXPro,Stanredtax,10/19/2017,5046,Central
Jonathan Berthelot,MG Advanced,Treequote,10/20/2017,3892,Central
Jonathan Berthelot,GTX Basic,Scottech,10/21/2017,528,Central
Jonathan Berthelot,GTX Plus Basic,Cancity,10/22/2017,969,Central
Jonathan Berthelot,GTX Basic,Conecom,10/22/2017,472,Central
Jonathan Berthelot,GTX Plus Basic,Betatech,10/25/2017,1243,Central
Jonathan Berthelot,GTX Basic,Betatech,10/29/2017,519,Central
Jonathan Berthelot,GTX Basic,Treequote,10/29/2017,538,Central
Jonathan Berthelot,MG Special,Bioholding,10/31/2017,62,Central
Jonathan Berthelot,GTX Plus Basic,Rangreen,10/31/2017,973,Central
Jonathan Berthelot,GTX Plus Basic,Rundofase,11/1/2017,1080,Central
Jonathan Berthelot,GTX Basic,Cancity,11/3/2017,479,Central
Jonathan Berthelot,GTX Basic,Streethex,11/7/2017,532,Central
Jonathan Berthelot,GTXPro,Genco Pura Olive Oil Company,11/10/2017,4809,Central
Jonathan Berthelot,GTXPro,Rundofase,11/10/2017,4356,Central
Jonathan Berthelot,GTX Basic,Rangreen,11/11/2017,526,Central
Jonathan Berthelot,MG Special,Statholdings,11/12/2017,57,Central
Jonathan Berthelot,GTX Plus Pro,Streethex,11/19/2017,6049,Central
Jonathan Berthelot,MG Special,Gogozoom,11/19/2017,57,Central
Jonathan Berthelot,GTX Basic,Stanredtax,11/22/2017,575,Central
Jonathan Berthelot,GTX Basic,Treequote,11/24/2017,571,Central
Jonathan Berthelot,GTX Plus Basic,Warephase,11/25/2017,1190,Central
Jonathan Berthelot,GTX Plus Basic,Funholding,12/1/2017,1148,Central
Jonathan Berthelot,GTX Basic,Genco Pura Olive Oil Company,12/2/2017,577,Central
Jonathan Berthelot,MG Special,Treequote,12/4/2017,57,Central
Jonathan Berthelot,MG Advanced,Conecom,12/6/2017,3203,Central
Jonathan Berthelot,MG Special,Streethex,12/16/2017,49,Central
Jonathan Berthelot,GTX Plus Basic,Gogozoom,12/16/2017,1066,Central
Jonathan Berthelot,MG Special,Cancity,12/18/2017,64,Central
Jonathan Berthelot,GTX Basic,Genco Pura Olive Oil Company,12/18/2017,480,Central
Jonathan Berthelot,GTX Basic,Globex Corporation,12/20/2017,525,Central
Jonathan Berthelot,GTXPro,Treequote,12/22/2017,4869,Central
Jonathan Berthelot,GTXPro,Rundofase,12/22/2017,4404,Central
Jonathan Berthelot,GTX Basic,Genco Pura Olive Oil Company,12/23/2017,551,Central
Jonathan Berthelot,MG Special,Rangreen,12/25/2017,59,Central
Jonathan Berthelot,GTX Basic,Stanredtax,12/25/2017,592,Central
Jonathan Berthelot,GTXPro,Conecom,12/28/2017,5064,Central
Jonathan Berthelot,GTX Plus Basic,Conecom,12/28/2017,1166,Central
Jonathan Berthelot,GTX Basic,Rangreen,12/30/2017,611,Central
Jonathan Berthelot,GTX Basic,Codehow,12/31/2017,546,Central
Kami Bicknell,MG Advanced,Finjob,3/1/2017,3295,West
Kami Bicknell,GTX Plus Basic,Goodsilron,3/3/2017,1207,West
Kami Bicknell,GTXPro,Newex,3/5/2017,4216,West
Kami Bicknell,GTXPro,Plusstrip,3/6/2017,5620,West
Kami Bicknell,GTX Basic,Sonron,3/6/2017,563,West
Kami Bicknell,GTX Basic,Xx-holding,3/10/2017,598,West
Kami Bicknell,MG Advanced,Singletechno,3/11/2017,3388,West
Kami Bicknell,GTX Basic,Labdrill,3/11/2017,480,West
Kami Bicknell,MG Special,Rantouch,3/11/2017,59,West
Kami Bicknell,GTX Basic,Zoomit,3/11/2017,597,West
Kami Bicknell,GTX Basic,Y-corporation,3/14/2017,607,West
Kami Bicknell,GTX Basic,Golddex,3/14/2017,622,West
Kami Bicknell,GTX Basic,Groovestreet,3/16/2017,441,West
Kami Bicknell,GTX Basic,Hottechi,3/18/2017,534,West
Kami Bicknell,MG Special,Y-corporation,3/18/2017,51,West
Kami Bicknell,GTX Basic,Finjob,3/20/2017,564,West
Kami Bicknell,GTXPro,Nam-zim,3/21/2017,4453,West
Kami Bicknell,MG Advanced,Sunnamplex,3/21/2017,3164,West
Kami Bicknell,GTXPro,Blackzim,3/22/2017,4839,West
Kami Bicknell,GTX Basic,Zoomit,3/23/2017,590,West
Kami Bicknell,GTX Basic,Finjob,3/26/2017,633,West
Kami Bicknell,MG Advanced,Singletechno,3/26/2017,3254,West
Kami Bicknell,GTX Plus Basic,Faxquote,3/28/2017,1059,West
Kami Bicknell,GTX Basic,Golddex,3/28/2017,610,West
Kami Bicknell,GTX Basic,Sonron,3/28/2017,453,West
Kami Bicknell,GTX Basic,Plusstrip,3/31/2017,566,West
Kami Bicknell,GTX Basic,Hottechi,4/1/2017,500,West
Kami Bicknell,GTXPro,Sunnamplex,4/1/2017,5073,West
Kami Bicknell,GTXPro,Scotfind,4/6/2017,4449,West
Kami Bicknell,MG Advanced,Faxquote,4/7/2017,3523,West
Kami Bicknell,GTX Plus Basic,Cheers,4/10/2017,915,West
Kami Bicknell,GTX Basic,J-Texon,4/12/2017,565,West
Kami Bicknell,GTX Plus Basic,Cheers,4/13/2017,1290,West
Kami Bicknell,GTX Basic,Y-corporation,4/13/2017,478,West
Kami Bicknell,GTX Basic,Kan-code,4/16/2017,533,West
Kami Bicknell,GTX Basic,Sunnamplex,4/17/2017,501,West
Kami Bicknell,MG Special,Goodsilron,4/19/2017,51,West
Kami Bicknell,MG Advanced,Konex,4/19/2017,3141,West
Kami Bicknell,GTX Basic,Faxquote,4/19/2017,527,West
Kami Bicknell,GTXPro,Sunnamplex,4/21/2017,4991,West
Kami Bicknell,GTXPro,Finjob,4/22/2017,5672,West
Kami Bicknell,GTX Basic,Hottechi,4/22/2017,543,West
Kami Bicknell,GTX Basic,Doncon,4/24/2017,552,West
Kami Bicknell,GTX Basic,Golddex,4/24/2017,592,West
Kami Bicknell,GTX Basic,Blackzim,4/28/2017,502,West
Kami Bicknell,GTXPro,Singletechno,5/4/2017,4373,West
Kami Bicknell,GTX Basic,Newex,5/4/2017,557,West
Kami Bicknell,GTXPro,Finjob,5/4/2017,4372,West
Kami Bicknell,GTX Basic,Nam-zim,5/6/2017,572,West
Kami Bicknell,MG Advanced,Nam-zim,5/6/2017,3208,West
Kami Bicknell,GTX Basic,Sunnamplex,5/8/2017,511,West
Kami Bicknell,GTX Plus Basic,Dalttechnology,5/9/2017,1050,West
Kami Bicknell,GTX Basic,Plexzap,5/9/2017,540,West
Kami Bicknell,GTX Plus Pro,Sonron,5/10/2017,5491,West
Kami Bicknell,MG Advanced,Labdrill,5/12/2017,3035,West
Kami Bicknell,GTX Plus Pro,Scotfind,5/15/2017,5401,West
Kami Bicknell,GTX Basic,Cheers,5/16/2017,575,West
Kami Bicknell,GTXPro,Golddex,5/18/2017,3997,West
Kami Bicknell,GTX Basic,Singletechno,5/21/2017,635,West
Kami Bicknell,GTX Basic,J-Texon,5/22/2017,545,West
Kami Bicknell,GTX Plus Basic,Hottechi,5/27/2017,1065,West
Kami Bicknell,GTXPro,Labdrill,5/31/2017,4398,West
Kami Bicknell,GTXPro,Newex,6/2/2017,4865,West
Kami Bicknell,MG Special,Condax,6/4/2017,49,West
Kami Bicknell,GTX Basic,Dalttechnology,6/6/2017,528,West
Kami Bicknell,GTX Basic,Hottechi,6/6/2017,533,West
Kami Bicknell,GTX Plus Basic,Condax,6/7/2017,1103,West
Kami Bicknell,MG Advanced,Kan-code,6/7/2017,3290,West
Kami Bicknell,GTX Basic,Lexiqvolax,6/9/2017,441,West
Kami Bicknell,GTXPro,Cheers,6/17/2017,5035,West
Kami Bicknell,MG Advanced,Labdrill,6/19/2017,2560,West
Kami Bicknell,GTXPro,Kan-code,6/19/2017,5339,West
Kami Bicknell,GTX Basic,Cheers,6/22/2017,545,West
Kami Bicknell,GTX Plus Basic,Hatfan,6/22/2017,1150,West
Kami Bicknell,GTX Basic,Lexiqvolax,6/22/2017,551,West
Kami Bicknell,GTX Basic,Cheers,6/23/2017,568,West
Kami Bicknell,GTX Basic,Kan-code,6/25/2017,447,West
Kami Bicknell,GTXPro,Faxquote,6/25/2017,4756,West
Kami Bicknell,GTX Basic,Lexiqvolax,6/29/2017,531,West
Kami Bicknell,MG Special,Blackzim,7/7/2017,59,West
Kami Bicknell,MG Special,Dalttechnology,7/11/2017,42,West
Kami Bicknell,GTX Plus Basic,Konex,7/12/2017,1230,West
Kami Bicknell,GTX Plus Basic,Singletechno,7/21/2017,1109,West
Kami Bicknell,GTX Plus Basic,Zoomit,7/23/2017,1106,West
Kami Bicknell,MG Special,Doncon,7/28/2017,58,West
Kami Bicknell,GTX Plus Pro,Goodsilron,7/31/2017,4842,West
Kami Bicknell,GTX Plus Basic,Y-corporation,8/7/2017,1097,West
Kami Bicknell,GTX Plus Basic,Plusstrip,8/9/2017,1038,West
Kami Bicknell,GTX Plus Basic,Hottechi,8/10/2017,768,West
Kami Bicknell,GTX Basic,Scotfind,8/10/2017,514,West
Kami Bicknell,GTX Plus Basic,Faxquote,8/11/2017,1100,West
Kami Bicknell,MG Special,Fasehatice,8/11/2017,56,West
Kami Bicknell,GTX Basic,Plexzap,8/11/2017,490,West
Kami Bicknell,GTXPro,Nam-zim,8/16/2017,4352,West
Kami Bicknell,GTX Plus Basic,Scotfind,8/18/2017,1198,West
Kami Bicknell,MG Advanced,Konex,8/20/2017,3335,West
Kami Bicknell,GTX Basic,Scotfind,8/23/2017,557,West
Kami Bicknell,GTX Basic,Blackzim,8/23/2017,557,West
Kami Bicknell,GTX Plus Basic,Rantouch,8/28/2017,1104,West
Kami Bicknell,MG Special,Hatfan,9/2/2017,56,West
Kami Bicknell,GTX Basic,Lexiqvolax,9/3/2017,560,West
Kami Bicknell,MG Special,Finjob,9/4/2017,57,West
Kami Bicknell,GTX Basic,Scotfind,9/5/2017,558,West
Kami Bicknell,GTX Basic,Green-Plus,9/9/2017,596,West
Kami Bicknell,GTX Basic,Singletechno,9/10/2017,597,West
Kami Bicknell,GTXPro,Singletechno,9/12/2017,4426,West
Kami Bicknell,MG Advanced,Kan-code,9/12/2017,3464,West
Kami Bicknell,GTX Plus Pro,Blackzim,9/13/2017,4755,West
Kami Bicknell,GTX Plus Basic,Plusstrip,9/13/2017,1082,West
Kami Bicknell,MG Special,Lexiqvolax,9/15/2017,56,West
Kami Bicknell,MG Special,Lexiqvolax,9/16/2017,53,West
Kami Bicknell,GTXPro,Fasehatice,9/16/2017,4844,West
Kami Bicknell,MG Special,Condax,9/17/2017,62,West
Kami Bicknell,GTX Plus Pro,Sunnamplex,9/17/2017,5431,West
Kami Bicknell,GTX Plus Basic,J-Texon,9/18/2017,1088,West
Kami Bicknell,GTX Basic,Goodsilron,9/22/2017,519,West
Kami Bicknell,GTX Plus Pro,Hatfan,9/22/2017,5848,West
Kami Bicknell,GTXPro,Faxquote,9/23/2017,4924,West
Kami Bicknell,MG Advanced,Labdrill,9/23/2017,3596,West
Kami Bicknell,GTX Plus Basic,J-Texon,9/25/2017,1047,West
Kami Bicknell,GTX Basic,Fasehatice,9/28/2017,675,West
Kami Bicknell,GTX Plus Pro,Plexzap,9/29/2017,5033,West
Kami Bicknell,MG Advanced,Blackzim,9/29/2017,3463,West
Kami Bicknell,GTX Plus Basic,Sunnamplex,10/3/2017,1048,West
Kami Bicknell,GTX Plus Basic,J-Texon,10/8/2017,1028,West
Kami Bicknell,GTX Basic,Xx-holding,10/10/2017,608,West
Kami Bicknell,GTX Basic,Konex,10/10/2017,565,West
Kami Bicknell,GTX Basic,Dalttechnology,10/11/2017,473,West
Kami Bicknell,MG Special,Dalttechnology,10/12/2017,48,West
Kami Bicknell,GTX Plus Pro,Green-Plus,10/13/2017,6304,West
Kami Bicknell,MG Special,Doncon,10/15/2017,64,West
Kami Bicknell,MG Advanced,Groovestreet,10/24/2017,3536,West
Kami Bicknell,GTX Basic,Scotfind,11/2/2017,549,West
Kami Bicknell,MG Advanced,Fasehatice,11/6/2017,3064,West
Kami Bicknell,GTX Plus Pro,Kan-code,11/7/2017,4742,West
Kami Bicknell,GTX Plus Pro,Goodsilron,11/9/2017,5512,West
Kami Bicknell,GTX Plus Pro,Goodsilron,11/10/2017,6186,West
Kami Bicknell,GTXPro,J-Texon,11/12/2017,4467,West
Kami Bicknell,GTX Plus Basic,Condax,11/13/2017,994,West
Kami Bicknell,GTX Basic,Singletechno,11/15/2017,518,West
Kami Bicknell,MG Advanced,Scotfind,11/19/2017,4032,West
Kami Bicknell,MG Advanced,Xx-holding,11/19/2017,3517,West
Kami Bicknell,GTX Plus Basic,Xx-holding,11/19/2017,1132,West
Kami Bicknell,MG Special,Rantouch,11/19/2017,55,West
Kami Bicknell,GTX Basic,Groovestreet,11/21/2017,437,West
Kami Bicknell,GTX Basic,Hatfan,11/22/2017,531,West
Kami Bicknell,GTX Plus Pro,Singletechno,11/23/2017,4773,West
Kami Bicknell,GTX Basic,Goodsilron,11/23/2017,562,West
Kami Bicknell,GTX Basic,Finjob,11/24/2017,596,West
Kami Bicknell,GTXPro,Finjob,11/24/2017,4362,West
Kami Bicknell,MG Special,Konex,11/25/2017,62,West
Kami Bicknell,GTX Plus Pro,Labdrill,11/27/2017,6105,West
Kami Bicknell,GTX Basic,Sunnamplex,12/1/2017,460,West
Kami Bicknell,GTX Basic,Green-Plus,12/2/2017,508,West
Kami Bicknell,GTX Basic,Newex,12/3/2017,562,West
Kami Bicknell,GTX Basic,Finjob,12/4/2017,566,West
Kami Bicknell,GTX Plus Basic,Plusstrip,12/4/2017,1082,West
Kami Bicknell,GTX Basic,Konex,12/4/2017,643,West
Kami Bicknell,GTX Plus Basic,Labdrill,12/5/2017,885,West
Kami Bicknell,GTX Basic,Goodsilron,12/8/2017,504,West
Kami Bicknell,GTX Plus Pro,Lexiqvolax,12/9/2017,4906,West
Kami Bicknell,GTX Plus Pro,Plusstrip,12/10/2017,4872,West
Kami Bicknell,MG Special,Hottechi,12/13/2017,50,West
Kami Bicknell,GTX Basic,Cheers,12/13/2017,563,West
Kami Bicknell,GTX Basic,Faxquote,12/14/2017,582,West
Kami Bicknell,MG Special,Plexzap,12/15/2017,53,West
Kami Bicknell,GTXPro,Green-Plus,12/15/2017,4899,West
Kami Bicknell,GTX Basic,Sunnamplex,12/16/2017,565,West
Kami Bicknell,GTX Basic,Konex,12/18/2017,510,West
Kami Bicknell,MG Special,Sunnamplex,12/18/2017,59,West
Kami Bicknell,GTX Basic,Finjob,12/22/2017,446,West
Kami Bicknell,GTX Basic,Plexzap,12/24/2017,468,West
Kami Bicknell,GTX Basic,Zoomit,12/28/2017,474,West
Kami Bicknell,MG Special,Doncon,12/28/2017,50,West
Kary Hendrixson,GTX Basic,Goodsilron,3/1/2017,550,West
Kary Hendrixson,GTX Basic,Condax,3/3/2017,532,West
Kary Hendrixson,GTX Plus Pro,Doncon,3/4/2017,5425,West
Kary Hendrixson,GTXPro,Hottechi,3/7/2017,4559,West
Kary Hendrixson,GTXPro,Sunnamplex,3/8/2017,4719,West
Kary Hendrixson,GTX Plus Basic,Singletechno,3/8/2017,1095,West
Kary Hendrixson,GTXPro,Hatfan,3/9/2017,4694,West
Kary Hendrixson,GTX Plus Basic,Rantouch,3/10/2017,1173,West
Kary Hendrixson,GTX Plus Basic,Hatfan,3/13/2017,1046,West
Kary Hendrixson,GTX Plus Pro,Konex,3/13/2017,5515,West
Kary Hendrixson,GTXPro,Y-corporation,3/14/2017,5539,West
Kary Hendrixson,GTX Plus Basic,Sunnamplex,3/14/2017,988,West
Kary Hendrixson,GTX Basic,Nam-zim,3/14/2017,619,West
Kary Hendrixson,GTXPro,Labdrill,3/15/2017,5100,West
Kary Hendrixson,GTX Plus Pro,Faxquote,3/15/2017,5256,West
Kary Hendrixson,GTXPro,Sonron,3/15/2017,4678,West
Kary Hendrixson,GTX Basic,Faxquote,3/16/2017,586,West
Kary Hendrixson,GTXPro,Sonron,3/17/2017,4125,West
Kary Hendrixson,GTX Basic,Fasehatice,3/19/2017,578,West
Kary Hendrixson,GTX Basic,Xx-holding,3/19/2017,599,West
Kary Hendrixson,GTXPro,Scotfind,3/19/2017,5266,West
Kary Hendrixson,GTX Basic,Cheers,3/20/2017,515,West
Kary Hendrixson,GTX Basic,Scotfind,3/26/2017,576,West
Kary Hendrixson,GTX Basic,Konex,3/27/2017,532,West
Kary Hendrixson,GTX Basic,Y-corporation,3/27/2017,538,West
Kary Hendrixson,GTXPro,Fasehatice,3/28/2017,5149,West
Kary Hendrixson,MG Advanced,Xx-holding,3/28/2017,3273,West
Kary Hendrixson,GTXPro,Labdrill,3/28/2017,4221,West
Kary Hendrixson,MG Advanced,Plexzap,3/29/2017,3407,West
Kary Hendrixson,MG Advanced,Golddex,3/29/2017,3550,West
Kary Hendrixson,GTX Plus Basic,Xx-holding,3/30/2017,1054,West
Kary Hendrixson,MG Special,Faxquote,3/30/2017,60,West
Kary Hendrixson,GTX Plus Basic,Condax,3/30/2017,1136,West
Kary Hendrixson,GTXPro,Dalttechnology,3/30/2017,4955,West
Kary Hendrixson,GTX Basic,Golddex,3/31/2017,559,West
Kary Hendrixson,MG Special,Xx-holding,3/31/2017,51,West
Kary Hendrixson,MG Special,Goodsilron,4/1/2017,55,West
Kary Hendrixson,GTX Basic,Konex,4/2/2017,609,West
Kary Hendrixson,GTX Basic,Green-Plus,4/6/2017,450,West
Kary Hendrixson,GTX Plus Pro,Plexzap,4/7/2017,6154,West
Kary Hendrixson,GTX Basic,Cheers,4/10/2017,488,West
Kary Hendrixson,GTXPro,Cheers,4/12/2017,4756,West
Kary Hendrixson,GTX Basic,Doncon,4/18/2017,568,West
Kary Hendrixson,GTX Plus Pro,Fasehatice,4/19/2017,5408,West
Kary Hendrixson,GTX Plus Pro,Faxquote,4/19/2017,5839,West
Kary Hendrixson,GTX Plus Basic,Xx-holding,4/22/2017,1158,West
Kary Hendrixson,MG Advanced,Kan-code,4/23/2017,3546,West
Kary Hendrixson,GTXPro,Xx-holding,4/24/2017,5078,West
Kary Hendrixson,GTX Basic,Newex,4/26/2017,474,West
Kary Hendrixson,GTXPro,J-Texon,4/26/2017,5415,West
Kary Hendrixson,GTX Basic,Doncon,4/29/2017,529,West
Kary Hendrixson,GTX Basic,Y-corporation,4/30/2017,500,West
Kary Hendrixson,GTX Basic,Sunnamplex,5/2/2017,583,West
Kary Hendrixson,GTX Basic,Faxquote,5/2/2017,516,West
Kary Hendrixson,GTX Basic,Kan-code,5/2/2017,579,West
Kary Hendrixson,GTX Plus Pro,Kan-code,5/4/2017,5782,West
Kary Hendrixson,GTX Basic,Lexiqvolax,5/6/2017,481,West
Kary Hendrixson,GTXPro,Sunnamplex,5/6/2017,4512,West
Kary Hendrixson,GTXPro,Xx-holding,5/8/2017,4604,West
Kary Hendrixson,GTX Basic,Singletechno,5/11/2017,589,West
Kary Hendrixson,GTXPro,Newex,5/11/2017,4918,West
Kary Hendrixson,GTXPro,Kan-code,5/15/2017,4506,West
Kary Hendrixson,GTX Basic,Groovestreet,5/17/2017,582,West
Kary Hendrixson,GTX Basic,Rantouch,5/20/2017,605,West
Kary Hendrixson,GTXPro,Y-corporation,5/21/2017,4878,West
Kary Hendrixson,GTX Plus Pro,Blackzim,5/21/2017,4983,West
Kary Hendrixson,GTX Basic,Goodsilron,5/22/2017,568,West
Kary Hendrixson,GTX Basic,Hottechi,5/22/2017,537,West
Kary Hendrixson,GTX Basic,Finjob,5/23/2017,468,West
Kary Hendrixson,GTX Basic,J-Texon,5/24/2017,516,West
Kary Hendrixson,MG Special,Green-Plus,5/24/2017,60,West
Kary Hendrixson,GTX Plus Basic,Singletechno,5/24/2017,1110,West
Kary Hendrixson,GTX Basic,Y-corporation,5/25/2017,549,West
Kary Hendrixson,GTX Basic,J-Texon,5/30/2017,567,West
Kary Hendrixson,GTXPro,Singletechno,6/2/2017,5606,West
Kary Hendrixson,MG Special,Nam-zim,6/7/2017,66,West
Kary Hendrixson,GTX Basic,Scotfind,6/11/2017,478,West
Kary Hendrixson,GTXPro,Kan-code,6/14/2017,4369,West
Kary Hendrixson,GTXPro,Kan-code,6/19/2017,3893,West
Kary Hendrixson,GTXPro,Rantouch,6/19/2017,5063,West
Kary Hendrixson,GTX Plus Basic,Condax,6/20/2017,983,West
Kary Hendrixson,GTX Basic,Groovestreet,6/21/2017,588,West
Kary Hendrixson,GTX Plus Pro,Scotfind,6/22/2017,5698,West
Kary Hendrixson,GTX Basic,Konex,6/23/2017,584,West
Kary Hendrixson,GTX Basic,Singletechno,6/24/2017,601,West
Kary Hendrixson,MG Special,Finjob,6/24/2017,52,West
Kary Hendrixson,GTX Basic,Xx-holding,6/25/2017,527,West
Kary Hendrixson,GTXPro,Hatfan,6/26/2017,3169,West
Kary Hendrixson,GTX Basic,Hottechi,6/28/2017,424,West
Kary Hendrixson,GTX Basic,Kan-code,6/29/2017,494,West
Kary Hendrixson,GTXPro,Sonron,6/29/2017,4798,West
Kary Hendrixson,GTX Plus Basic,Singletechno,7/4/2017,1028,West
Kary Hendrixson,GTX Basic,Dalttechnology,7/7/2017,576,West
Kary Hendrixson,GTX Basic,Finjob,7/9/2017,565,West
Kary Hendrixson,GTX Plus Basic,Green-Plus,7/9/2017,993,West
Kary Hendrixson,GTX Plus Basic,Cheers,7/12/2017,935,West
Kary Hendrixson,GTX Plus Basic,Singletechno,7/13/2017,1133,West
Kary Hendrixson,GTX Basic,Sunnamplex,7/15/2017,443,West
Kary Hendrixson,GTX Basic,Kan-code,7/17/2017,579,West
Kary Hendrixson,GTXPro,Y-corporation,7/19/2017,5621,West
Kary Hendrixson,GTX Basic,Hottechi,7/20/2017,491,West
Kary Hendrixson,GTX Basic,Konex,7/23/2017,442,West
Kary Hendrixson,GTXPro,Groovestreet,7/24/2017,5161,West
Kary Hendrixson,GTX Plus Pro,Labdrill,7/26/2017,5008,West
Kary Hendrixson,MG Advanced,Kan-code,7/26/2017,3665,West
Kary Hendrixson,GTXPro,Plexzap,7/26/2017,4428,West
Kary Hendrixson,GTX Plus Basic,Sonron,7/30/2017,997,West
Kary Hendrixson,GTX Plus Pro,Faxquote,8/4/2017,5312,West
Kary Hendrixson,GTXPro,Singletechno,8/6/2017,4554,West
Kary Hendrixson,GTX Basic,Lexiqvolax,8/6/2017,532,West
Kary Hendrixson,GTX Basic,Golddex,8/7/2017,571,West
Kary Hendrixson,GTXPro,Labdrill,8/8/2017,4901,West
Kary Hendrixson,GTX Basic,Goodsilron,8/8/2017,624,West
Kary Hendrixson,GTX Plus Basic,Nam-zim,8/9/2017,1014,West
Kary Hendrixson,MG Special,Scotfind,8/10/2017,53,West
Kary Hendrixson,MG Advanced,Konex,8/12/2017,4022,West
Kary Hendrixson,GTXPro,Y-corporation,8/12/2017,4904,West
Kary Hendrixson,GTX Basic,Newex,8/13/2017,585,West
Kary Hendrixson,MG Special,Labdrill,8/15/2017,69,West
Kary Hendrixson,GTX Plus Basic,Golddex,8/17/2017,1002,West
Kary Hendrixson,GTX Plus Pro,Hottechi,8/17/2017,6042,West
Kary Hendrixson,GTX Basic,Hottechi,8/17/2017,486,West
Kary Hendrixson,GTX Basic,Konex,8/18/2017,573,West
Kary Hendrixson,GTXPro,Scotfind,8/20/2017,4869,West
Kary Hendrixson,GTX Plus Basic,Plexzap,8/24/2017,1094,West
Kary Hendrixson,MG Special,Sunnamplex,8/25/2017,62,West
Kary Hendrixson,MG Special,Nam-zim,8/27/2017,60,West
Kary Hendrixson,GTX Basic,Plusstrip,8/27/2017,431,West
Kary Hendrixson,GTX Basic,J-Texon,9/1/2017,525,West
Kary Hendrixson,GTXPro,Y-corporation,9/2/2017,4356,West
Kary Hendrixson,GTX Basic,Nam-zim,9/3/2017,616,West
Kary Hendrixson,MG Advanced,Blackzim,9/3/2017,2868,West
Kary Hendrixson,GTX Basic,Sonron,9/5/2017,523,West
Kary Hendrixson,GTXPro,Hatfan,9/5/2017,5039,West
Kary Hendrixson,GTXPro,Kan-code,9/6/2017,5323,West
Kary Hendrixson,GTXPro,Nam-zim,9/13/2017,3951,West
Kary Hendrixson,GTX Plus Basic,Faxquote,9/14/2017,1220,West
Kary Hendrixson,GTX Basic,Scotfind,9/16/2017,518,West
Kary Hendrixson,MG Special,Cheers,9/22/2017,44,West
Kary Hendrixson,GTXPro,Blackzim,9/22/2017,4966,West
Kary Hendrixson,GTX Basic,Y-corporation,9/22/2017,628,West
Kary Hendrixson,GTX Basic,Condax,9/25/2017,584,West
Kary Hendrixson,GTX Plus Basic,Zoomit,9/26/2017,1043,West
Kary Hendrixson,GTX Basic,J-Texon,9/27/2017,539,West
Kary Hendrixson,GTX Plus Pro,Lexiqvolax,9/30/2017,5056,West
Kary Hendrixson,MG Special,Finjob,10/1/2017,57,West
Kary Hendrixson,MG Special,Sunnamplex,10/2/2017,65,West
Kary Hendrixson,GTXPro,J-Texon,10/5/2017,4727,West
Kary Hendrixson,GTX Basic,Hottechi,10/12/2017,509,West
Kary Hendrixson,GTX Basic,Sunnamplex,10/14/2017,549,West
Kary Hendrixson,GTX Plus Pro,Fasehatice,10/16/2017,4989,West
Kary Hendrixson,GTX Plus Basic,Xx-holding,10/16/2017,868,West
Kary Hendrixson,GTXPro,Fasehatice,10/16/2017,5344,West
Kary Hendrixson,GTX Plus Pro,Hatfan,10/21/2017,6555,West
Kary Hendrixson,GTX Basic,Labdrill,10/22/2017,528,West
Kary Hendrixson,GTX Basic,Dalttechnology,10/23/2017,594,West
Kary Hendrixson,MG Special,Dalttechnology,10/24/2017,48,West
Kary Hendrixson,GTX Basic,Labdrill,10/27/2017,575,West
